person	organization	position	notes	g_e	wealth_rank	director	category	sector	subsector	org_rank
Carter / Mollie Hale	Archer Daniels Midland			f-W		1	Corporation	non-financial	food/agriculture	27
Dufour / Pierre	Archer Daniels Midland			m-W		1	Corporation	non-financial	food/agriculture	27
Felsinger / Donald E.	Archer Daniels Midland			m-W		1	Corporation	non-financial	food/agriculture	27
Haynes / Victoria F.	Archer Daniels Midland			f-W		1	Corporation	non-financial	food/agriculture	27
Moore / Patrick J.	Archer Daniels Midland			m-W		1	Corporation	non-financial	food/agriculture	27
Neto / Antonio Maciel	Archer Daniels Midland			m-L		1	Corporation	non-financial	food/agriculture	27
O'Neill / Thomas F.	Archer Daniels Midland			m-W		1	Corporation	non-financial	food/agriculture	27
Westbrook / Kelvin R.	Archer Daniels Midland			m-B		1	Corporation	non-financial	food/agriculture	27
Woertz / Patricia A.	Archer Daniels Midland			f-W		1	Corporation	non-financial	food/agriculture	27
Biggs / John H.	Boeing			m-W		1	Corporation	non-financial	industrial	28
Bryson / John E.	Boeing			m-W		1	Corporation	non-financial	industrial	28
Calhoun / David L.	Boeing			m-W		1	Corporation	non-financial	industrial	28
Collins / Arthur D. Jr.	Boeing			m-W		1	Corporation	non-financial	industrial	28
Cook / Linda Z.	Boeing			f-W		1	Corporation	non-financial	industrial	28
Daley / William M.	Boeing			m-W		1	Corporation	non-financial	industrial	28
Duberstein / Kenneth M.	Boeing			m-W		1	Corporation	non-financial	industrial	28
Giambastiani / Edmund P. Jr.	Boeing			m-W		1	Corporation	non-financial	industrial	28
Liddy / Edward M.	Boeing			m-W		1	Corporation	non-financial	industrial	28
McDonnell / John F.	Boeing			m-W		1	Corporation	non-financial	industrial	28
McNerney / W. James Jr.	Boeing			m-W		1	Corporation	non-financial	industrial	28
Schwab / Susan C.	Boeing			f-W		1	Corporation	non-financial	industrial	28
Zafirovski / Mike S.	Boeing			m-W		1	Corporation	non-financial	industrial	28
Ackerman / F. Duane	Home Depot			m-W		1	Corporation	non-financial	retail	29
Batchelder / David H.	Home Depot			m-W		1	Corporation	non-financial	retail	29
Blake / Frank	Home Depot			m-W		1	Corporation	non-financial	retail	29
Blank / Arthur M.	Home Depot			m-W	311	1	Corporation	non-financial	retail	29
Bousbib / Ari	Home Depot			m-W		1	Corporation	non-financial	retail	29
Brenneman / Gregory D.	Home Depot			m-W		1	Corporation	non-financial	retail	29
Carey / Albert	Home Depot			m-W		1	Corporation	non-financial	retail	29
Codina / Armando	Home Depot			m-L		1	Corporation	non-financial	retail	29
Hill / Bonnie G.	Home Depot			f-B		1	Corporation	non-financial	retail	29
Johnson-Leipold / Helen	Home Depot			f-W	151	1	Corporation	non-financial	retail	29
Katen / Karen L.	Home Depot			f-W		1	Corporation	non-financial	retail	29
Langone / Kenneth G.	Home Depot			m-W	298	1	Corporation	non-financial	retail	29
Austin / Roxanne S.	Target			f-L		1	Corporation	non-financial	retail	30
Darden / Calvin	Target			m-B		1	Corporation	non-financial	retail	30
Dillon / Mary N.	Target			f-W		1	Corporation	non-financial	retail	30
Johnson / James A.	Target			m-W		1	Corporation	non-financial	retail	30
Kovacevich / Richard M.	Target			m-W		1	Corporation	non-financial	retail	30
Minnick / Mary E.	Target			f-W		1	Corporation	non-financial	retail	30
Mulcahy / Anne M.	Target			f-W		1	Corporation	non-financial	retail	30
Rice / Derica W.	Target			m-B		1	Corporation	non-financial	retail	30
Sanger / Stephen W.	Target			m-W		1	Corporation	non-financial	retail	30
Steinhafel / Gregg W.	Target			m-W		1	Corporation	non-financial	retail	30
Stumpf / John G.	Target			m-W		1	Corporation	non-financial	retail	30
Trujillo / Solomon D.	Target			m-L		1	Corporation	non-financial	retail	30
Baker / Lenox D. Jr.	Wellpoint			m-W		1	Corporation	non-financial	healthcare	31
Bayh / Susan B.	Wellpoint			f-W		1	Corporation	non-financial	healthcare	31
Braly / Angela F.	Wellpoint			f-W		1	Corporation	non-financial	healthcare	31
Burke / Sheila P.	Wellpoint			f-W		1	Corporation	non-financial	healthcare	31
Bush / William H. T.	Wellpoint			m-W		1	Corporation	non-financial	healthcare	31
Hill / Julie A.	Wellpoint			f-W		1	Corporation	non-financial	healthcare	31
Jobe / Warren Y.	Wellpoint			m-W		1	Corporation	non-financial	healthcare	31
Mays / William G.	Wellpoint			m-B		1	Corporation	non-financial	healthcare	31
Peru / Ramiro G.	Wellpoint			m-L		1	Corporation	non-financial	healthcare	31
Riegle / Donald W. Jr.	Wellpoint			m-W		1	Corporation	non-financial	healthcare	31
Ryan / William J.	Wellpoint			m-W		1	Corporation	non-financial	healthcare	31
Schaefer / George A. Jr.	Wellpoint			m-W		1	Corporation	non-financial	healthcare	31
Ward / Jackie M.	Wellpoint			f-W		1	Corporation	non-financial	healthcare	31
Davis / Steven A.	Walgreen			m-B		1	Corporation	non-financial	retail	32
Foote / William C.	Walgreen			m-W		1	Corporation	non-financial	retail	32
Frissora / Mark P.	Walgreen			m-W		1	Corporation	non-financial	retail	32
Graham / Ginger L.	Walgreen			f-W		1	Corporation	non-financial	retail	32
McNally / Alan G.	Walgreen			m-W		1	Corporation	non-financial	retail	32
Schlichting / Nancy M.	Walgreen			f-W		1	Corporation	non-financial	retail	32
Schwartz / David Y.	Walgreen			m-W		1	Corporation	non-financial	retail	32
Silva / Alejandro	Walgreen			m-L		1	Corporation	non-financial	retail	32
Skinner / James A.	Walgreen			m-W		1	Corporation	non-financial	retail	32
Wasson / Greg D.	Walgreen			m-W		1	Corporation	non-financial	retail	32
Coleman / Mary Sue	Johnson & Johnson			f-W		1	Corporation	non-financial	consumer products	33
Cullen / James G.	Johnson & Johnson			m-W		1	Corporation	non-financial	consumer products	33
Davis / Ian E. L.	Johnson & Johnson			m-W		1	Corporation	non-financial	consumer products	33
Gorsky / Alex	Johnson & Johnson			m-W		1	Corporation	non-financial	consumer products	33
Johns / Michael M. E.	Johnson & Johnson			m-W		1	Corporation	non-financial	consumer products	33
Lindquist / Susan L.	Johnson & Johnson			f-W		1	Corporation	non-financial	consumer products	33
Mulcahy / Anne M.	Johnson & Johnson			f-W		1	Corporation	non-financial	consumer products	33
Mullin / Leo F.	Johnson & Johnson			m-W		1	Corporation	non-financial	consumer products	33
Perez / William D.	Johnson & Johnson			m-L		1	Corporation	non-financial	consumer products	33
Prince / Charles O. III	Johnson & Johnson			m-W		1	Corporation	non-financial	consumer products	33
Satcher / David	Johnson & Johnson			m-B		1	Corporation	non-financial	consumer products	33
Weldon / William C.	Johnson & Johnson			m-W		1	Corporation	non-financial	consumer products	33
Arvizu / Dan Eliab	State Farm			m-W		1	Corporation	financial	insurance	34
Czarnecki / Gerald M.	State Farm			m-W		1	Corporation	financial	insurance	34
Davidson / Michael C.	State Farm			m-W		1	Corporation	financial	insurance	34
DeMuth / Christopher C.	State Farm			m-W		1	Corporation	financial	insurance	34
Jones / W. Steven	State Farm			m-W		1	Corporation	financial	insurance	34
Knight / W. H. Jr.	State Farm			m-B		1	Corporation	financial	insurance	34
Muhlberg / Judith A.	State Farm			f-W		1	Corporation	financial	insurance	34
Phillips / Susan M.	State Farm			f-W		1	Corporation	financial	insurance	34
Rust / Edward B. Jr.	State Farm			m-W		1	Corporation	financial	insurance	34
Rutrough / James E.	State Farm			m-W		1	Corporation	financial	insurance	34
Stecko / Paul T.	State Farm			m-W		1	Corporation	financial	insurance	34
Strobel / Pamela B.	State Farm			f-W		1	Corporation	financial	insurance	34
Tipsord / Michael L.	State Farm			m-W		1	Corporation	financial	insurance	34
Zeglis / John D.	State Farm			m-W		1	Corporation	financial	insurance	34
Barker / Howard W. Jr.	Medco Health Solutions			m-W		1	Corporation	non-financial	healthcare	35
Cassis / John L.	Medco Health Solutions			m-W		1	Corporation	non-financial	healthcare	35
Goldstein / Michael	Medco Health Solutions			m-W		1	Corporation	non-financial	healthcare	35
Lillis / Charles M.	Medco Health Solutions			m-W		1	Corporation	non-financial	healthcare	35
Potter / Myrtle S.	Medco Health Solutions			f-B		1	Corporation	non-financial	healthcare	35
Roper / William L.	Medco Health Solutions			m-W		1	Corporation	non-financial	healthcare	35
Snow / David B. Jr.	Medco Health Solutions			m-W		1	Corporation	non-financial	healthcare	35
Stevens / David D.	Medco Health Solutions			m-W		1	Corporation	non-financial	healthcare	35
Wilson / Blenda J.	Medco Health Solutions			f-B		1	Corporation	non-financial	healthcare	35
Ballmer / Steven A.	Microsoft			m-W	19	1	Corporation	non-financial	technology	36
Dublon / Dina	Microsoft			f-L		1	Corporation	non-financial	technology	36
Gates / William H. III	Microsoft			m-W	1	1	Corporation	non-financial	technology	36
Gilmartin / Raymond V.	Microsoft			m-W		1	Corporation	non-financial	technology	36
Hastings / Reed	Microsoft			m-W		1	Corporation	non-financial	technology	36
Klawe / Maria M.	Microsoft			f-W		1	Corporation	non-financial	technology	36
Korologos / Ann McLaughlin	Microsoft			f-W		1	Corporation	non-financial	technology	36
Marquardt / David F.	Microsoft			m-W		1	Corporation	non-financial	technology	36
Noski / Charles H.	Microsoft			m-W		1	Corporation	non-financial	technology	36
Panke / Helmut	Microsoft			m-W		1	Corporation	non-financial	technology	36
Chenevert / Louis R.	United Technologies			m-W		1	Corporation	non-financial	industrial	37
Faraci / John V.	United Technologies			m-W		1	Corporation	non-financial	industrial	37
Garnier / Jean-Pierre	United Technologies			m-W		1	Corporation	non-financial	industrial	37
Gorelick / Jamie S.	United Technologies			f-W		1	Corporation	non-financial	industrial	37
Gutierrez / Carlos M.	United Technologies			m-L		1	Corporation	non-financial	industrial	37
Kangas / Edward A.	United Technologies			m-W		1	Corporation	non-financial	industrial	37
Lee / Charles R.	United Technologies			m-W		1	Corporation	non-financial	industrial	37
McCormick / Richard D.	United Technologies			m-W		1	Corporation	non-financial	industrial	37
McGraw / Harold III	United Technologies			m-W		1	Corporation	non-financial	industrial	37
Myers / Richard B.	United Technologies			m-W		1	Corporation	non-financial	industrial	37
Swygert / H. Patrick	United Technologies			m-B		1	Corporation	non-financial	industrial	37
Villeneuve / Andre	United Technologies			m-W		1	Corporation	non-financial	industrial	37
Whitman / Christine Todd	United Technologies			f-W		1	Corporation	non-financial	industrial	37
Breyer / James W.	Dell			m-W		1	Corporation	non-financial	technology	38
Carty / Donald J.	Dell			m-W		1	Corporation	non-financial	technology	38
Dell / Michael S.	Dell			m-W	22	1	Corporation	non-financial	technology	38
Gray / William H. III	Dell			m-B		1	Corporation	non-financial	technology	38
Lewent / Judy C.	Dell			f-W		1	Corporation	non-financial	technology	38
Luce / Thomas W. III	Dell			m-W		1	Corporation	non-financial	technology	38
Luft / Klaus S.	Dell			m-W		1	Corporation	non-financial	technology	38
Mandl / Alex J.	Dell			m-W		1	Corporation	non-financial	technology	38
Narayen / Shantanu	Dell			m-A		1	Corporation	non-financial	technology	38
Nunn / Samuel A.	Dell			m-W		1	Corporation	non-financial	technology	38
Perot / H. Ross Jr.	Dell			m-W	328	1	Corporation	non-financial	technology	38
Blankfein / Lloyd C.	Goldman Sachs Group			m-W		1	Corporation	financial	bank	39
Bryan / John H.	Goldman Sachs Group			m-W		1	Corporation	financial	bank	39
Cohn / Gary D.	Goldman Sachs Group			m-W		1	Corporation	financial	bank	39
Dahlback / Claes	Goldman Sachs Group			m-W		1	Corporation	financial	bank	39
Friedman / Stephen J.	Goldman Sachs Group			m-W		1	Corporation	financial	bank	39
George / William W.	Goldman Sachs Group			m-W		1	Corporation	financial	bank	39
Johnson / James A.	Goldman Sachs Group			m-W		1	Corporation	financial	bank	39
Juliber / Lois D.	Goldman Sachs Group			f-W		1	Corporation	financial	bank	39
Mittal / Lakshmi N.	Goldman Sachs Group			m-A		1	Corporation	financial	bank	39
Schiro / James J.	Goldman Sachs Group			m-W		1	Corporation	financial	bank	39
Scott / H. Lee Jr.	Goldman Sachs Group			m-W		1	Corporation	financial	bank	39
Ausiello / Dennis A.	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Brown / Michael S.	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Burns / M. Anthony	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Burt / Robert N.	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Cornwell / W. Don	Pfizer			m-B		1	Corporation	non-financial	industrial	40
Fergusson / Frances D.	Pfizer			f-W		1	Corporation	non-financial	industrial	40
Gray / William H. III	Pfizer			m-B		1	Corporation	non-financial	industrial	40
Horner / Constance J.	Pfizer			f-W		1	Corporation	non-financial	industrial	40
Johnson / Suzanne Nora	Pfizer			f-W		1	Corporation	non-financial	industrial	40
Kilts / James M.	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Kindler / Jeffrey B.	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Lorch / George A.	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Mascotte / John P.	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Sanger / Stephen W.	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Steere / William C. Jr.	Pfizer			m-W		1	Corporation	non-financial	industrial	40
Boyce / Gregory H.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Cazalot / Clarence P. Jr.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Daberko / David A.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Davis / William L.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Jackson / Shirley Ann	Marathon Oil			f-B		1	Corporation	non-financial	energy	41
Lader / Philip	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Lee / Charles R.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Phelps / Michael E. J.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Reilley / Dennis H.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Schofield / Seth E.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Snow / John W.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Usher / Thomas J.	Marathon Oil			m-W		1	Corporation	non-financial	energy	41
Alvarez / Raul	Lowe's			m-L		1	Corporation	non-financial	retail	42
Bernauer / David W.	Lowe's			m-W		1	Corporation	non-financial	retail	42
Berry / Leonard L.	Lowe's			m-W		1	Corporation	non-financial	retail	42
Browning / Peter C.	Lowe's			m-W		1	Corporation	non-financial	retail	42
Hudson / Dawn E.	Lowe's			f-W		1	Corporation	non-financial	retail	42
Ingram / Robert A.	Lowe's			m-W		1	Corporation	non-financial	retail	42
Johnson / Robert L.	Lowe's			m-B		1	Corporation	non-financial	retail	42
Larsen / Marshall O.	Lowe's			m-W		1	Corporation	non-financial	retail	42
Lochridge / Richard K.	Lowe's			m-W		1	Corporation	non-financial	retail	42
Niblock / Robert A.	Lowe's			m-W		1	Corporation	non-financial	retail	42
Page / Stephen F.	Lowe's			m-W		1	Corporation	non-financial	retail	42
Sloan / O. Temple Jr.	Lowe's			m-W		1	Corporation	non-financial	retail	42
Ackerman / F. Duane	United Parcel Service			m-W		1	Corporation	non-financial	transportation	43
Burns / Michael J.	United Parcel Service			m-W		1	Corporation	non-financial	transportation	43
Davis / D. Scott	United Parcel Service			m-W		1	Corporation	non-financial	transportation	43
Eizenstat / Stuart E.	United Parcel Service			m-W		1	Corporation	non-financial	transportation	43
Eskew / Michael L.	United Parcel Service			m-W		1	Corporation	non-financial	transportation	43
Johnson / William R.	United Parcel Service			m-W		1	Corporation	non-financial	transportation	43
Livermore / Ann M.	United Parcel Service			f-W		1	Corporation	non-financial	transportation	43
Markham / Rudy	United Parcel Service			m-W		1	Corporation	non-financial	transportation	43
Randt / Clark T. Jr.	United Parcel Service			m-W		1	Corporation	non-financial	transportation	43
Thompson / John W.	United Parcel Service			m-B		1	Corporation	non-financial	transportation	43
Tome / Carol	United Parcel Service			f-W		1	Corporation	non-financial	transportation	43
Aldridge / Pete E. C. Jr.	Lockheed Martin			m-W		1	Corporation	non-financial	industrial	44
Archibald / Nolan D.	Lockheed Martin			m-W		1	Corporation	non-financial	industrial	44
Burritt / David B.	Lockheed Martin			m-W		1	Corporation	non-financial	industrial	44
Ellis / James O. Jr.	Lockheed Martin			m-W		1	Corporation	non-financial	industrial	44
Falk / Thomas J.	Lockheed Martin			m-W		1	Corporation	non-financial	industrial	44
King / Gwendolyn S.	Lockheed Martin			f-B		1	Corporation	non-financial	industrial	44
Loy / James M.	Lockheed Martin			m-W		1	Corporation	non-financial	industrial	44
McCorkindale / Douglas H.	Lockheed Martin			m-W		1	Corporation	non-financial	industrial	44
Ralston / Joseph W.	Lockheed Martin			m-W		1	Corporation	non-financial	industrial	44
Stevens / Anne	Lockheed Martin			f-W		1	Corporation	non-financial	industrial	44
Stevens / Robert J.	Lockheed Martin			m-W		1	Corporation	non-financial	industrial	44
Caputo / Lisa M.	Best Buy			f-W		1	Corporation	non-financial	retail	45
Dunn / Brian J.	Best Buy			m-W		1	Corporation	non-financial	retail	45
Higgins Victor / Kathy J.	Best Buy			f-W		1	Corporation	non-financial	retail	45
James / Ronald	Best Buy			m-B		1	Corporation	non-financial	retail	45
Kaplan / Elliot S.	Best Buy			m-W		1	Corporation	non-financial	retail	45
Khosla / Sanjay	Best Buy			m-A		1	Corporation	non-financial	retail	45
